Title,Total Cook Time,Prep Time,Cook Time,Recipe Servings,Difficulty,Ingredients,Image Link
Veg Fried Rice Recipe,25 mins,10 mins,15 mins,2.0,Easy,"2 Tbsp oil, 2 tsp ginger-garlic paste, 1/2 cup spring onion, chopped, 1/2 cup carrot, chopped, 1/2 cup cabbage, chopped, 1  capsicum, chopped, 1 tsp salt, 1 tbsp soy sauce, 1 tbsp vinegar, 1 cup rice",https://c.ndtvimg.com/2020-09/19g10na8_fried-rice_625x300_24_September_20.jpg
Honey Chilli Potato Recipe,35 mins,10 mins,25 mins,2.0,Easy,"For Frying Potatoes:, 2 nos Potatoes, sliced, 5 tbsp Corn flour, 1 1/2  tbsp Salt, 2 tsp Chilli Powder, For Honey Chilli Sauce:, 1 1/2 tsp Garlic, 1 tsp Ginger, 2 nos Whole Red Chillies , chopped, 1 tsp Chilli Flakes, 2 tsp Tomato Sauce, 2 tsp Chilli Sauce, 1 tsp Vinegar, 2 tbsp Honey, 1 tsp Salt, 4 tsp Sesame Seeds , roasted, 2 Bulbs  Spring Onions",https://c.ndtvimg.com/2020-01/cve6o05_chilli-potato_625x300_21_January_20.jpg
Garlic Soya Chicken Recipe,35 mins,15 mins,20 mins,2.0,Easy,"450 Gram Chicken Thigh/Breast (cut crosswise into 1/2-inch-thin strips), 1 tsp Sesame Oil (toasted), 1/4 tsp White Pepper (finely ground), 1 tsp Ginger Juice, 2 tbsp Peanut Oil or Vegetable oil (divided), 5-6  Garlic cloves (minced), 1 tbsp Ginger, grated, 1 tsp Red Chilli Flakes, 1/2 cup Red Onion , chopped, A handful  Snow Peas (trimmed), 1/2  Red Bell Pepper (cut into thin strips), For the sauce:, 1 tbsp Rice Vinegar, 2 tbsp Soy Sauce, 2 tsp Dark Soy Sauce, 2 tsp Chinese Rice Wine, 1/2 tbsp Brown Sugar, 1 tsp Cornflour",https://www.ndtv.com/cooks/images/garlic-soya-chicken.jpg
Mapo Tofu with Spring Onion and Black Beans Recipe,50 mins,30 mins,20 mins,2.0,Easy,"1 tsp chilli bean paste, 300 gms diced silken tofu, 1/2 tsp sichuan oil, 2 Tbsp cooking oil, 1 tsp spicy black bean, 100 ml water, 1/2 tsp dark soy, 1/2 tsp red chili powder, 1/2 tsp sugar, 1 tsp spring onions, chopped, 2 Tbsp leeks sliced, 2 Tbsp water, 1 tsp ginger, chopped, 1 tsp garlic, chopped",https://www.ndtv.com/cooks/images/620-8.jpg
Hed Phad Medmamuang or Stir Fried Mushroom With Cashewnuts Recipe,35 mins,05 mins,30 mins,3.0,Easy,"1/8th cup onion, 1/4th cup red capsicum, 1/4th cup green capsicum, 1/4th cup yellow capsicum, 1/4th cup baby corn, 2/3rd cup button mushroom, 1/2 cup black mushroom, 1/4 cup coral mushroom, 01 tsp red chilli whole, 01 tsp garlic, 1/2 tsp sugar, 01 tsp light soya sauce, 01 mushroom sauce, 01 tsp black soya sauce, 1/2 tsp white pepper (optional), 1/4 cup spring onion, 1 Tbsp oil, 1/8 cup cashew nuts",https://www.ndtv.com/cooks/images/mushroom-cashewnuts-new.jpg
Five Spice Powder Recipe,05 mins,05 mins,2,,,"Fennel seeds, Cloves, Star anise, Cinnamon, Szechuan pepper",https://www.ndtv.com/cooks/images/five-spices.jpg
Vegetable Manchow Soup Recipe,35 mins,05 mins,30 mins,2.0,Easy,"4 Cups Water, 1 tsp Ginger, finely chopped, 1 tsp Garlic, finely chopped, 1 tsp Green chilies , finely chopped, 1 tbsp Coriander leaves - finely chopped, finely chopped, 2 tbsp French beans, finely chopped, 2 tbsp Carrots, finely chopped, 2 tbsp Cabbage , finely chopped, 2 tbsp Capsicum , finely chopped, 2 tbsp Mushrooms , finely chopped, 2  Spring onions, finely chopped, 1 tsp Pepper, 1 tbsp Soya sauce, 4 tbsp Cornflour - mixed with, 1 cup Water, 2 stems  Spring onion, as required  oil & salt",https://c.ndtvimg.com/2020-09/ae7d9ct_manchow-soup_640x480_12_September_20.jpg
Quick Noodles Recipe,45 mins,15 mins,30 mins,2.0,Easy,"2 packets  noodles, 1 tbsp vegetable oil, 1 cup onion, sliced, 1 cup pepper, sliced, 1 cup carrot, julienne, 1 cup spring onions , sliced, 1 cup mushrooms, sliced, 1/2  Iceberg/romaine lettuce, 1 tbsp ginger & garlic chilli paste, 1 tbsp soy sauce, 1 tbsp schezwan sauce, 1/2 tsp turmeric powder, 1 tsp sugar, 1 tbsp coriander, chopped, 1 tbsp lemon juice, 1 tsp vinegar",https://www.ndtv.com/cooks/images/quick-noodles-%20with-whatever-620.jpg
Cantonese Chicken Soup Recipe,40 mins,10 mins,30 mins,2.0,Easy,"5 Pieces bok choy or any green vegetable., 1  whole chicken, boiled, 3-4  spring onions, 5 spoons large chicken stock, 10  Mushrooms",https://i.ndtvimg.com/i/2017-12/cantonese-chicken-soup_620x330_81513770498.jpg
Stir Fried Tofu with Rice Recipe,40 mins,10 mins,30 mins,2.0,Easy,"For the tofu:, 100 gms tofu, 2 tsp chilly paste, 1  Lemon grass stick, 2  Shallots , chopped, 1 inch  ginger , chopped, 2 tsp soya sauce, 3  Garlic cloves, chopped, 1 inch  red onion , chopped, 2 tsp honey, Handful of coriander leaves, chopped, 1 tsp refined oil, For the fried rice:, Carrots, chopped, Spring onions, chopped, To flavor  salt & pepper, 1  Fresh red chilly, chopped, 1  Ginger, chopped, 2 tsp soya sauce, 1/2  Lemon (squeezed), Handful Handful of coriander , chopped, 1 tsp olive oil",https://www.ndtv.com/cooks/images/stir%20fried%20paneer%20rice-620.jpg
Chicken Manchurian Recipe,1 hr 20 mins,20 mins,1 hr,4.0,Medium,"250 gms Chicken mince, 2  Eggs (slightly beaten), 3/4 cup Refined flour, 1/2 tsp Garlic paste, 1/2 tsp Ginger paste, Oil (for deep frying), 2 tbsp Oil, 1 tsp Garlic, finely chopped, 1/2 cup Onions, finely chopped, 1 large Capsicum, finely chopped, For sauce, mix together:, 3 tbsp Corn flour (blended), 1/2 cup Water, 2 tbsp Vinegar, 2 tsp Salt, 2 tsp Soya sauce, 1/2 cup Tomato puree, 2 tbsp Celery, chopped, 2 cups Water",https://c.ndtvimg.com/2019-11/s5i8nm3g_manchurian_625x300_26_November_19.jpg
Chilli Fish Recipe,55 mins,10 mins,45 mins,4.0,Medium,"250 Gram Fish pieces (Boneless), 1/2 cup Maida, 1/2 cup Corn flour, 1 tsp Baking powder, 2 tsp Soy sauce, 2 tbsp Celery, finely chopped, 1 tsp Pepper, Salt, Oil, To garnish  Spring onions, For the sauce:, 1 tbsp Ginger, chopped, 1 tbsp Garlic, chopped, 1 tbsp Green chilly, chopped, 4 tbsp Soy sauce, 5 tbsp Tomato sauce, 1 tbsp Chilli sauce, 1 tbsp Corn flour",https://c.ndtvimg.com/2021-01/02ee694o_chilli-fish_625x300_06_January_21.jpg
Honey Chilli Potatoes Recipe,30 mins,05 mins,25 mins,4.0,Easy,"For the potatoes:, 2  Potatoes (sliced), peeled, 3-4 tbsp Cornflour or maida, to taste Salt, 1 tsp Red chilli powder, Oil (for deep frying), For the base:, 1 tsp Oil, Spring onions (with stalk), fried, 1 tbsp Garlic paste, 1  Capsicum, sliced, 2 tbsp Honey, to taste Salt, 1/4 tsp Soya sauce, 3 tsp White sesame seeds, 2 tsp Chilli sauce",https://i.ndtvimg.com/i/2017-04/honey-chilli-potatoes_620x330_81491380315.jpg
Garlic and Egg Fried Rice Recipe,40 mins,10 mins,30 mins,4.0,Easy,"2 Tbsp oil, 1  Egg, 1 tsp ginger, chopped, 6-7  Garlic cloves (mashed), 1  red chilli, chopped, 2 cups rice, steamed, 1 tsp salt, 1 tsp black pepper powder, 1 tsp soya sauce, 1 tsp coriander, chopped, 2 tsp spring onion, chopped",https://c.ndtvimg.com/2020-07/3bbuu97_egg-fried-rice_625x300_27_July_20.jpg
Sweet and Sour Chicken Recipe,1 hr 20 mins,10 mins,1 hr 10 mins,4.0,Medium,"300 gms chicken, 15-20 garlic cloves, 1 knob ginger, 1 1/2 tsp corn flour, 1 egg, 1 cup pineapple (diced), 1 cup carrots (diced), 1 cup chinese cabbage (diced), 1 cup red, green and yellow peppers, 1 tsp light soya sauce, 1 Tbsp vegetable oil, 1 cup onions (diced), 1 Tbsp tomato juice",https://c.ndtvimg.com/2019-06/fh4k354g_garlic-recipes-soya-garlic-chicken_625x300_20_June_19.jpg
Hot and Sour Soup Recipe,1 hr 15 mins,15 mins,1 hr,4.0,Easy,"5 gms carrot, 5 gms cabbage, 5 gms black mushrooms, 5 gms button mushrooms, 5 gms bamboo shoots, 5 gms bean sprouts, 5 gms fresh beans, 100 gms chicken, 60 gms prawns, 1 tbsp soya sauce, 1/2 tbsp chili powder, 1/2 tsp white pepper, 2 tbsp corn flour, 1  Egg, 1 tbsp coriander, 1 tsp chili oil, 2 cups stock, 1 1/2 tbsp vinegar, to taste salt",https://www.ndtv.com/cooks/images/Hot.and.sour.Soup.000.jpg
Chilli Soya Nuggets Recipe,25 mins,05 mins,20 mins,4.0,Easy,"100 gms soya nuggets (soaked in water for 1/2 an hour and drained, 2 tbsp salt, 1/2 tbsp garlic paste, 2 tbsp oil, 1 cup spring onions, finely chopped, 2 tbsp green chillies, sliced, 2 tbsp soya sauce, 2 tbsp vinegar, for garnishing Some greens",https://c.ndtvimg.com/2019-04/jl0kq0rg_soya-kebab_625x300_04_April_19.jpg
Asian BBQ Chicken Recipe,1 hr 15 mins,30 mins,45 mins,4.0,Medium,"To pan sear the chicken  Oil, For the marinade:, 2  Chicken breast, 2 tbsp Char siu sauce, 1 tbsp Garlic & ginger, 1 tsp Rice vinegar, 1 tsp Honey, 1 tsp Red chilli paste (optional), 1/2 tsp Sesame oil, to taste Salt & pepper",https://www.ndtv.com/cooks/images/asian.bbq.chicken.jpg
Date Pancakes Recipe,35 mins,05 mins,30 mins,8.0,Intermediate,"1/4 cup refined flour (all purpose flour), 1 Tbsp baking powder, 1 cup water, 4 egg yolks, 1 Tbsp sugar, 1/2 cup dates - ground and mixed with little sesame oil, 1 Tbsp sugar syrup - flavoured with star anise, Cinnamon - to garnish",https://i.ndtvimg.com/i/2014-12/pancakes_625x350_81419432296.jpg
Mushroom Fried Rice Recipe,40 mins 10 seconds,10 mins 10 seconds,30 mins,2.0,Easy,"1 cup rice, 1 Tbsp salt, 1/2 cup oil, 200 gm mushroom - sliced thin, 2 Tbsp celery - chopped fine, 2 tsp soya sauce, 1 Tbsp vinegar, 1 tsp chilli sauce",https://www.ndtv.com/cooks/images/mushroom%20%281%29.jpg
Chilli Gobi Recipe,35 mins,10 mins,25 mins,2.0,Easy,"500 Gram Cauliflower (gobhi, cut into small florets), 2 tsp Salt, 1  Egg, 1/2 cup Corn flour, 1 tsp Ginger-garlic paste, To mix the batter  Water, For deep frying  Oil, 2 cups Onions , finely chopped, 2 tbsp Green chillies , sliced, 1 tbsp Soya sauce, 2 tbsp Vinegar, Some greens for garnish",https://c.ndtvimg.com/2020-01/2poqent_640_625x300_21_January_20.jpg
Vegetable Chowmein Recipe,35 mins,10 mins,25 mins,4.0,Easy,"200 gms fresh noodles, 5 cups water, 1 tsp salt, 2 tbsp oil, 1 tsp ginger garlic paste, 1 tsp chilli powder, 1/4 cup onion, sliced, 1/2 tsp soy sauce, 1 tsp salt, 1/4 cup celery, chopped, 1 tsp vinegar, 1 tsp chilli sauce, 1 cup green and red capsicum, 1 cup mushroom, 1 cup carrot, shredded, 1  green chillies, chopped, 1 tbsp tomato sauce, 1 tbsp spring onion, 1 tsp garlic, chopped, 1/2 tsp black pepper powder",https://c.ndtvimg.com/2020-04/3hfomiho_chowmein_625x300_20_April_20.jpg
Crunchy Vegetable Stir-Fry Recipe,40 mins,10 mins,30 mins,4.0,Easy,"250 gm broccoli florets, 250 gm cauliflower florets, 2 sliced spring onions, 125 gm snow peas, 2 peeled carrots, 150 gm asparagus, 2 Tbsp oil, Salt and pepper, 2 slices of bread, Topping:, 1 tsp grated lemon rind, 1 tsp chopped garlic, 3 Tbsp chopped parsley",https://www.ndtv.com/cooks/images/Crunchy%20Vegetable%20Stir-fry_medium.jpg
Okra with Baby Corn Recipe,35 mins,10 mins,25 mins,4.0,Easy,"2 Tbsp oil, 3  onions, sliced, 1/2 tsp onion seeds, 1 tsp fennel seeds, 1/4 tsp mustard seeds, 1/2 tsp red chillies (crushed), 3 tsp garlic, shredded, 1/2 kg okra (split in half), 250 gms baby corn, 2  tomatoes (de-seeded), peeled, 2 tbsp coriander, chopped, 1 tbsp lemon juice, 2  green chillies (split)",https://www.ndtv.com/cooks/images/okra.with.baby.corn.jpg
Capsicum Stir Fry Recipe,40 mins,10 mins,30 mins,2.0,Easy,"For the capsicum sauce:, 250 gm capsicum - deseeded and finely chopped, 4 Tbsp oil, 1 tsp chilli garlic sauce, 1 Tbsp grated jaggery, 4 Tbsp lemon juice, For the veggies:, Red, green and yellow capsicum - deseeded and shredded, 50 gm tender green beans, 1 tsp chopped garlic, 1 Tbsp sunflower oil, 2 tsp sesame oil, 8 roughly chopped spring onions, 25 gm unsalted cashew nuts, 1 Tbsp honey, 1 tsp soya sauce",https://www.ndtv.com/cooks/images/capsicum-stir-fry-final_med.jpg
Tofu with Vegetables in Black Bean Sauce Recipe,35 mins,10 mins,25 mins,4.0,Intermediate,"1 Tbsp minced garlic, 1 Tbsp cut red chilli, 1 Tbsp chopped ginger, 1/2 cup blanched asparagus, 1/2 cup blanched broccoli, 1/2 cup diced onions, 1 cup diced tofu, 2 Tbsp soyabean oil, Salt to taste, 1/2 cup black bean sauce, 1 tsp corn flour, 1 Tbsp chopped onion greens",https://www.ndtv.com/cooks/images/mixed-veggies-in-black-bean-sauce_med.jpg
Kapa Maki Recipe,30 mins,05 mins,25 mins,6.0,Intermediate,"1 sheet of yaki-nori or roasted seaweed, 1/4 cup short grain Japanese rice-cooked with vinegar, sugar and kombu seaweed, 2 slices of peeled cucumber, Condiments:, 2 tsp gari shoga or marinated ginger, 1 tsp wasabi, 1 tsp soya sauce",https://www.ndtv.com/cooks/images/cucumber-roll_medium.jpg
Vegetable Salt and Pepper Recipe,35 mins,10 mins,25 mins,4.0,Easy,"2  Green and red capsicums, chopped, 1 Cup Cauliflower, 1/4 Cup Baby corn, 1/2 Cup Mushroom, 1/2 Cup Carrot, 1 tsp Ginger garlic paste, 1 Tbsp Black pepper, 1 tsp Salt, 1/4 Cup Maida, 1/4 Cup Cornflour, As needed  Water, to deep fry  Oil",https://c.ndtvimg.com/5273mfso_veg-salt-and-pepper_625x300_02_August_18.jpg
Vegetable Fried Rice Recipe,35 mins,10 mins,25 mins,2.0,Easy,"1 cup rice, 1 Tbsp salt, 120 gm oil, 2 tsp garlic paste, 1 cup spring onions - chopped fine, 1/4 cup french beans - chopped fine, 1/4 cup carrots - diced small, 1/4 cup peas - shelled, 2 Tbsp celery - finely chopped, 2 tsp soya sauce, 1 Tbsp vinegar, 1 tsp chilli sauce",https://www.ndtv.com/cooks/images/veg-fried-rice_med.jpg
Crispy Calamari Rings Recipe,35 mins,15 mins,20 mins,2.0,Medium,"110  Squid rings, 60  Tempura batter, 1  Lemon (half), 1  Parsley sprig, 20  Thai chilli sauce, 20  Refined flour, 5  Garlic confit",https://c.ndtvimg.com/9qq583bo_calamari-rings_625x300_04_September_18.jpg
Quick Salted Caramel Pie Recipe,2 hrs,1 hr,1 hr,4.0,Easy,"1 1/2  Cups Marie Biscuits (crushed), 5 tbsp Butter, unsalted, 2 tsp Sugar, powdered, 3 cups Cream Cheese, 2 1/4 cups Heavy Cream, 1/2 cup Brown Sugar, For Salted Caramel:, 1 1/2 cups Brown Sugar, 110  gram Butter, unsalted, 1/2 cup Double Cream, A pinch of Salt",https://www.ndtv.com/cooks/images/iStock.497964016.000.jpg
Sweet Potato Pie Recipe,2 hrs,1 hr,1 hr,4.0,Medium,"450 Gram Yams (red skinned), 150 gram Condensed Milk, 1 tbsp Sugar, 1 small Egg, A pinch of Cinnamon, To decorate  Marshmallows, For the Pie Dough, 350+ extra gram All-purpose flour, 1 tsp Salt, 275 gram Butter, 5 tbsp Ice cold water, 1  Egg, mashed",https://www.ndtv.com/cooks/images/iStock.613035036.000.jpg
Prawn Pie Recipe,2 hrs 30 mins,1 hr 30 mins,1 hr,4.0,Medium,"2 Tbsp Oil, 450 gram Prawns, 1  Onion, chopped, 2 tbsp Flour, 1 1/2 cups Heavy cream, to taste Salt and Pepper, For the Pie Dough, 350+ extra gram All-purpose flour, 1 tsp Salt, 275 gram Butter, 5 tbsp Ice Cold Water, 1  Egg, mashed",https://www.ndtv.com/cooks/images/iStock.175173140.jpg
Sticky Toffee Pudding Recipe,1 hr 10 mins,10 mins,1 hr,4.0,Easy,"For the cake:, 1 1/4 cups flour, 1 1/2 cups chopped dates, 1/2 cup whole milk, 1 teaspoon baking powder, 1 large egg, 1/2 cup dark brown sugar, 3 Tbsp unsalted butter, melted, 1 teaspoon vanilla extract, For the sauce:, 1 cup dark brown sugar, 2 Tbsp of unsalted butter, 2 cups boiling water",https://www.ndtv.com/cooks/images/sticky-toffee-ice-cream-1500.jpg
Yorkshire Lamb Patties Recipe,40 mins,10 mins,30 mins,2.0,Easy,"30 ml vegetable oil, 10 gms Horseradish sauce, Salt to taste, 50 gms chopped onions fried a level below golden brown, 10 gms coarsely chopped parsley, 200 gms lamb minced",https://www.ndtv.com/cooks/images/Yorkshire.Lamb.Patties.jpg
Poached Pear Salad Recipe,55 mins,10 mins,45 mins,2.0,Medium,"2  Pears, 1 cup white wine, 1 cup water, 1/3 cup sugar, 2  Cloves, 1  Cinnamon, For dressing:, 1/4 cup organic honey, 1/4 cup extra virgin olive oil, 2 tbsp lime juice, 4 medium radicchio leaves, 4 medium romaine leaves, 1 cup blue cheese, 5  Grapes (cut in half), 10  Hazelnuts, For garnish:, Dil leaves, Microgreens (optional)",https://www.ndtv.com/cooks/images/poached-pear-new.jpg
Chicken and Cheese Salad Recipe,25 mins,05 mins,20 mins,3.0,Easy,"350 gm boneless chicken breast - cooked, 1 cup cheese - cubed, 1/4 tsp powdered black pepper, 1 tsp salt, 1/2 cup mayonnaise sauce, For garnishing:, Celery or parsley- chopped, Lettuce or cabbage leaves for decoration and plating",https://www.ndtv.com/cooks/images/chicken%20cheese%20salad-620.jpg
Sausage and Potato Casserole Recipe,35 mins,15 mins,20 mins,2.0,Easy,"1  yellow bell pepper, chopped, 1  green bell peppers, chopped, 1  onion, chopped, 4  Sausages, 1  potato, boiled, Vegetable oil, to taste salt and pepper, 1 packet  baked beans, 1/4 cup water, 1  Green chilli, Parsley",https://www.ndtv.com/cooks/images/sausage-potato-620.jpg
Roast Lamb Salad Recipe,50 mins,20 mins,30 mins,,,"1/2 kg boneless lamb, For marination:, 1 Tbsp garlic paste, 2 Tbsp lemon juice, 1 Tbsp ginger powder, 1 Tbsp mustard powder, Salt and pepper, 3 Tbsp oil, For the salad:, 1 shredded lettuce, 1 sliced cucumber, 1 sliced bell pepper, 1 pear - halved, cored and peeled, 1 Tbsp shredded spring onions, 1 avocado- peeled and sliced, For the dressing:, 100 ml yoghurt, 2 Tbsp chopped mint, 1 Tbsp - sweetened, cooked apple puree, 1 Tbsp honey, Salt and pepper, Mint sprigs to garnish",https://www.ndtv.com/cooksnew/images/recipebig/Rstlambsalad.jpg
Stuffed Jacket Potatoes Recipe,50 mins,10 mins,40 mins,4.0,Medium,"8 Medium potatoes, Oil (for frying), For the stuffing:, 1 large onion, 1 tbsp garlic paste, 2  Tomatoes, 350 gms mushrooms, 125 ml thick yogurt, 2 tbsp ginger paste, 1 tbsp garlic paste, 2  Green chillies, 1 tbsp fresh coriander, 1 tbsp kasoori methi",https://i.ndtvimg.com/i/2018-02/potatoes_660x330_41517906176.jpg
The Trio of Tomatoes Recipe,1 hr 15 mins,15 mins,1 hr,2.0,Medium,"3 tomatoes, sliced, 25 ml of extra virgin olive oil, Balsamic vinegar, Pinch of sea salt, 1 tsp of sugar, 1 tsp of coriander seeds, 150 ml tomato juice, 5-10 gm pepper, freshly crushed, Celery, chopped, Tabasco sauce, 1 Tbsp gelatin powder, 15 ml vodka, 100 gm Cherry tomatoes, 2-3 garlic pieces, peeled, 10-15 ml white wine, Pinch of salt, 5-10 lettuce/rocket leaves, 2-3 slices of French bread or Ciabata, Parmesan cheese flakes",https://www.ndtv.com/cooks/images/trio.of.tomatoes.jpg
Paneer Steak Recipe,30 mins,05 mins,25 mins,2.0,Easy,"125 gm cottage cheese, 1/4 tsp salt or to taste, Half a slice bread soft portion, 1 Tbsp coriander leaves, chopped, 1 tsp green chillies, chopped (optional), 2 slices cheese, 1 Tbsp oil, 2 slices tomato",https://www.ndtv.com/cooks/images/paneer-steak_620.jpg
Batter Fried Fish with Cheese Sauce Recipe,45 mins,05 mins,40 mins,4.0,Easy,"8 (750 gm) fish fillets, 1 Tbsp lemon juice, 1 tsp salt, 2 Tbsp all purpose flour for dusting, Oil for deep-frying, Chopped greens for garnish, For the batter:, 1/2 cup (60 gm) all purpose flour, 1 Tbsp (15 gm) oil, 1/2 cup water, 1 egg, white only, 1 tsp salt or to taste, For the sauce:, 2 cups (480 gm) milk, 2 Tbsp (15 gm) all purpose flour, 1 Tbsp oil, 1 tsp salt or to taste, 1/4 tsp powdered black pepper, 1 cup (120 gm) cheese, grated",https://www.ndtv.com/cooks/images/fish-with-cheese-sauce_med.jpg
BLT Eggy Bread Recipe,40 mins,10 mins,30 mins,4.0,Easy,"6-8  bacon rashers, rinds removed, 1  ciabatta loaf or french baguette, 6  eggs, 2 tbsp milk, 1 tbsp light olive oil, 2  tomatoes, sliced, 25 gms rocket leaves, 1 tbsp dijon mustard, 2 tbsp mayonnaise, A squeeze of tomato ketchup, for seasoning  Salt & freshly ground black pepper",https://c.ndtvimg.com/2020-08/f3vj39uo_poached-egg_625x300_10_August_20.jpg
Batter Fish Recipe,40 mins,10 mins,30 mins,2.0,Easy,"500 gms any white firm flesh fish fillet (river sole or sea bass), 1 tbsp white flour (maida), Handful of parsley, finely chopped, Oil (for deep frying), For the batter:, 1 tsp baking powder, 1 cup white flour (maida), 1  egg (optional), 1 cup soda water, for garnishing salt and pepper",https://www.ndtv.com/cooks/images/Batter.fish.jpg
Baked Vegetables Recipe,40 mins,10 mins,30 mins,4.0,Easy,"Oven Temp: 325F-160C, 2 tbsp Butter, 1 cup Onions, finely chopped, 250 gram Mixed vegetables (cooked till bite like), chopped, 2 tsp Salt, 1 tsp Black pepper, powdered, 3 cups Cheese, grated, For garnishing  Tomato slices, For white sauce:, 2 cups Milk, 2 tbsp Maida, 2 tbsp Butter",https://c.ndtvimg.com/2018-09/rgdt952_baked-vegetables_625x300_12_September_18.jpg
Baked Mushrooms and Capsicum Recipe,40 mins,10 mins,30 mins,2.0,Easy,"Oven Temp: 325F-160C, 2 Tbsp butter, 1 cup onions, chopped fine, 1 large capsicum, de-seeded and sliced thin, 200 gm mushroom, sliced broad, 2 tsp salt, 1 tsp black pepper, freshly powdered, 3 cups cheese, grated, A few tomato slices for garnish, For the white sauce:, 2 cups milk, 1 cup maida, 2 Tbsp butter",https://i.ndtvimg.com/i/2017-10/bakedmushroomcapsicum_620x330_81507179171.jpg
East West Spring Rolls Recipe,45 mins,05 mins,40 mins,2.0,Medium,"1 1/2 tsp Olive oil, 2 small Spring onion bulbs, 1  Green bell pepper, chopped, 4 pieces Tomatoes (sun dried), 2 tbsp Bread crumbs, 1 1/2 tbsp Parmesan cheese, 1/2 tbsp Ginger, grated, 1 tsp Chives, 60 gram Buffalo mozzarella cheese, 1 tsp Balsamic vinegar, 2 tbsp Corn flour, 1 tsp Stock, For the dip:, 8  Basil leaves, 2 tbsp Olive oil, 1 tbsp Parmesan, 1  Garlic (smashed), 1  Chilly, 6  Green olives, 1 tbsp Mayonnaise/ yogurt",https://c.ndtvimg.com/spring-rolls_625x300_1528971022214.jpg
Panko Crusted Cottage Cheese Recipe,50 mins,10 mins,40 mins,2.0,Easy,"150 Gram Paneer slices, Few  Rosemary leaves, Few  Parsley leaves, A pinch of Smoked paprika, A pinch of Cumin powder, A pinch of Fresh oregano, chopped, 1 Tbsp White flour, 1 1/2 Tbsp Corn flour, 1/2 Cup Milk, 1/2 Cup Breadcrumbs (here the chef uses Panko, Japanese bread crumbs), 30-40 Gram Butter, To season  Salt",https://i.ndtvimg.com/i/2017-04/chicken-nuggets_650x400_51491570650.jpg
Chickpea Soup Recipe,40 mins,10 mins,30 mins,1.0,Easy,"1 Tbsp Olive oil, 2-3  Garlic cloves, chopped, 1 medium Onion, 1/2 cup Leeks, finely chopped, 1/2 cup Celery, finely chopped, 1/2 cup Chives, finely chopped, Few  Rosemary leaves, Few sprigs  Thyme, Few sprigs  Sage, 1/4  Zucchini, finely chopped, 1/4  Yellow squash, finely chopped, 1 litre Chickpea stock, 1/4  Red bell pepper, finely chopped, 1/4  Yellow bell pepper, finely chopped, 1/4  Green bell peppers, finely chopped, 150 gram Chickpeas (skinned), 1 tsp Red chilli flakes, 20 ml White wine, 30-40 gram Cheddar cheese, grated",https://c.ndtvimg.com/soup_625x300_1528966955264.jpg
