Title,Total Cook Time,Prep Time,Cook Time,Recipe Servings,Difficulty,Ingredients,Image Link
Chinese Idli Recipe,25 mins,15 mins,10 mins,2,Easy,"6 Pieces Idlis (cut in quarters), 2 tbsp Oil, 1/2 cup Chopped onion, 1 and 1/2 tbsp Finely chopped Garlic, 1 and 1/2 tbsp Finely chopped Ginger, 2  Green Chillies, 1/2 cup Chopped bell pepper, 2 tbsp Tomato ketchup, 2 tbsp Red chilli sauce, 1 tbsp Soya Sauce, 1 tbsp Vinegar, 1 tbsp Sugar, 1/2 tsp Red chilli powder",https://c.ndtvimg.com/2021-07/gglohp98_chinese-idli_625x300_27_July_21.jpg
Egg Manchurian Recipe,25 mins,10 mins,15 mins,2,Easy,"For batter, 4 tbsp Maida, 1 tbsp Cornflour, 1/2 tbsp Ginger garlic paste, to taste Salt, to taste Black Pepper, 5  Eggs, For Manchurian, 1/2 cup Sliced bell pepper, 2 tbsp Chopped onion, 1/2 tbsp Ginger garlic paste, 1/2 tsp Chopped green chillies, 1 tbsp Soya sauce, 1 tbsp Vinegar, 1 tbsp Chilli sauce/ schezwan, To garnish  Coriander Leaves, 1 tsp Tomato ketchup, to taste Salt and pepper",https://c.ndtvimg.com/2021-01/rlten3n8_manchurian_625x300_27_January_21.jpg
Burnt Garlic Mushroom Fried Rice Recipe,25 mins,10 mins,15 mins,2,Easy,"2  Boiled Basmati rice, 1/2 tsp oil, 2 tsp Sesame Oil, 4 cloves   Garlic (chopped), 4  pieces Green Onion (chopped), 1/2 cup French Beans (finely chopped), 1/2 cup Carrot ( chopped), 1/2 cup Capsicum (chopped), 1/2 tsp Black Pepper, 1 tsp Soya sauce, 1 tsp Vinegar, 1/2 Cup Mushroom, chopped",https://c.ndtvimg.com/2021-05/73ej1qko_mushroom-rice_625x300_04_May_21.jpg
Sheng Jian Bao Recipe,30 mins,15 mins,15 mins,2,Easy,"2 Cups All Purpose Flour, 1 tbsp Cornstarch, 3/4  tsp Instant Yeast, 1 tsp Sugar, 2/3 cup Warm water, 1 tbsp Vegetable Oil, 250 gram Pork, 1 tsp Soya Sauce, to taste Salt, 1/4 tsp White Pepper, 4 medium Green Onions (Sliced), 1 tbsp Sesame Oil",https://c.ndtvimg.com/2021-05/r7rsa0jo_bao_625x300_03_May_21.jpg
Stuffed Eggplant with Schezwan Sauce Recipe,40 mins,15 mins,25 mins,2,Medium,"100 gms mixed vegetables, chopped, 100 gms eggplant, 30 gms cottage cheese, 10 gms cornflour, 60 ml oil, 5 gms ginger, chopped, 5 gms celery, chopped, 5 gms onion, 5 gms garlic, 5 gms red chilli, 6 gms tomato, 5 gms oyster sauce, 5 ml rice wine, 5 ml vinegar, 5 gms salt, 5 gms castor sugar, 5 gms white pepper, 5 ml sesame oil, 10 gms corn flour, 3 gms sichuan pepper, 150 ml stock water",https://c.ndtvimg.com/2019-02/rok9r2o_eggplant_625x300_21_February_19.jpg
Almond and Chicken Momos (without shell) Recipe,30 mins,15 mins,15 mins,4,Easy,"250 gms chicken mince, 1 tbsp garlic, chopped, 3 tbsp carrots, finely chopped, 3 tbsp spring onion, finely chopped, 1 tbsp ginger, finely chopped, 1 tbsp soya sauce, 1 tbsp oyster sauce, 1 tsp sesame oil, 1 tsp pepper powder, 1  egg, 1/2 cup almonds (blanched), chopped, oil (for greasing)",https://c.ndtvimg.com/2019-02/cnc3bpi_almond-momos_625x300_11_February_19.jpg
Peri Peri Chicken Satay Recipe,2 hrs 40 mins,15 mins,2 hrs 25 mins,2,Medium,"200 gms boneless skinless chicken thigh (trimmed), to taste salt and pepper, 100 gms yogurt, 5 gms chilli powder, 25 gms ginger garlic paste, 5 gram coriander leaves, oil to fry, 50 gms peri peri sauce, 100 gms potato fries",https://c.ndtvimg.com/2018-11/slhertco_chicken-satay_625x300_21_November_18.jpg
Veg Hakka Noodles Recipe,30 mins,10 mins,20 mins,2,Easy,"Noodles, 1 tsp Salt, 1 tsp Oil, 1 tsp Garlic paste, 1 tsp Ginger paste, 1/2 cup Beans, 1/2 cup Cabbage, chopped, 1/2 cup Carrot, chopped, 1/2 cup Spring onion, chopped, 1/2 cup Capsicum, chopped, 2 tbsp Soy sauce, 2 tbsp Green chilli sauce, 1 tbsp Tomato sauce",https://c.ndtvimg.com/2024-09/b5dh98po_noodles_625x300_03_September_24.jpg
Veg Fried Rice Recipe,25 mins,10 mins,15 mins,2,Easy,"2 Tbsp oil, 2 tsp ginger-garlic paste, 1/2 cup spring onion, chopped, 1/2 cup carrot, chopped, 1/2 cup cabbage, chopped, 1  capsicum, chopped, 1 tsp salt, 1 tbsp soy sauce, 1 tbsp vinegar, 1 cup rice",https://c.ndtvimg.com/2020-09/19g10na8_fried-rice_625x300_24_September_20.jpg
Honey Chilli Potato Recipe,35 mins,10 mins,25 mins,2,Easy,"For Frying Potatoes:, 2 nos Potatoes, sliced, 5 tbsp Corn flour, 1 1/2  tbsp Salt, 2 tsp Chilli Powder, For Honey Chilli Sauce:, 1 1/2 tsp Garlic, 1 tsp Ginger, 2 nos Whole Red Chillies , chopped, 1 tsp Chilli Flakes, 2 tsp Tomato Sauce, 2 tsp Chilli Sauce, 1 tsp Vinegar, 2 tbsp Honey, 1 tsp Salt, 4 tsp Sesame Seeds , roasted, 2 Bulbs  Spring Onions",https://c.ndtvimg.com/2020-01/cve6o05_chilli-potato_625x300_21_January_20.jpg
Garlic Soya Chicken Recipe,35 mins,15 mins,20 mins,2,Easy,"450 Gram Chicken Thigh/Breast (cut crosswise into 1/2-inch-thin strips), 1 tsp Sesame Oil (toasted), 1/4 tsp White Pepper (finely ground), 1 tsp Ginger Juice, 2 tbsp Peanut Oil or Vegetable oil (divided), 5-6  Garlic cloves (minced), 1 tbsp Ginger, grated, 1 tsp Red Chilli Flakes, 1/2 cup Red Onion , chopped, A handful  Snow Peas (trimmed), 1/2  Red Bell Pepper (cut into thin strips), For the sauce:, 1 tbsp Rice Vinegar, 2 tbsp Soy Sauce, 2 tsp Dark Soy Sauce, 2 tsp Chinese Rice Wine, 1/2 tbsp Brown Sugar, 1 tsp Cornflour",https://www.ndtv.com/cooks/images/garlic-soya-chicken.jpg
Mapo Tofu with Spring Onion and Black Beans Recipe,50 mins,30 mins,20 mins,2,Easy,"1 tsp chilli bean paste, 300 gms diced silken tofu, 1/2 tsp sichuan oil, 2 Tbsp cooking oil, 1 tsp spicy black bean, 100 ml water, 1/2 tsp dark soy, 1/2 tsp red chili powder, 1/2 tsp sugar, 1 tsp spring onions, chopped, 2 Tbsp leeks sliced, 2 Tbsp water, 1 tsp ginger, chopped, 1 tsp garlic, chopped",https://www.ndtv.com/cooks/images/620-8.jpg
Hed Phad Medmamuang or Stir Fried Mushroom With Cashewnuts Recipe,35 mins,05 mins,30 mins,3,Easy,"1/8th cup onion, 1/4th cup red capsicum, 1/4th cup green capsicum, 1/4th cup yellow capsicum, 1/4th cup baby corn, 2/3rd cup button mushroom, 1/2 cup black mushroom, 1/4 cup coral mushroom, 01 tsp red chilli whole, 01 tsp garlic, 1/2 tsp sugar, 01 tsp light soya sauce, 01 mushroom sauce, 01 tsp black soya sauce, 1/2 tsp white pepper (optional), 1/4 cup spring onion, 1 Tbsp oil, 1/8 cup cashew nuts",https://www.ndtv.com/cooks/images/mushroom-cashewnuts-new.jpg
Five Spice Powder Recipe,05 mins,05 mins,2,N/A,N/A,"Fennel seeds, Cloves, Star anise, Cinnamon, Szechuan pepper",https://www.ndtv.com/cooks/images/five-spices.jpg
Vegetable Manchow Soup Recipe,35 mins,05 mins,30 mins,2,Easy,"4 Cups Water, 1 tsp Ginger, finely chopped, 1 tsp Garlic, finely chopped, 1 tsp Green chilies , finely chopped, 1 tbsp Coriander leaves - finely chopped, finely chopped, 2 tbsp French beans, finely chopped, 2 tbsp Carrots, finely chopped, 2 tbsp Cabbage , finely chopped, 2 tbsp Capsicum , finely chopped, 2 tbsp Mushrooms , finely chopped, 2  Spring onions, finely chopped, 1 tsp Pepper, 1 tbsp Soya sauce, 4 tbsp Cornflour - mixed with, 1 cup Water, 2 stems  Spring onion, as required  oil & salt",https://c.ndtvimg.com/2020-09/ae7d9ct_manchow-soup_640x480_12_September_20.jpg
Quick Noodles Recipe,45 mins,15 mins,30 mins,2,Easy,"2 packets  noodles, 1 tbsp vegetable oil, 1 cup onion, sliced, 1 cup pepper, sliced, 1 cup carrot, julienne, 1 cup spring onions , sliced, 1 cup mushrooms, sliced, 1/2  Iceberg/romaine lettuce, 1 tbsp ginger & garlic chilli paste, 1 tbsp soy sauce, 1 tbsp schezwan sauce, 1/2 tsp turmeric powder, 1 tsp sugar, 1 tbsp coriander, chopped, 1 tbsp lemon juice, 1 tsp vinegar",https://www.ndtv.com/cooks/images/quick-noodles-%20with-whatever-620.jpg
Cantonese Chicken Soup Recipe,40 mins,10 mins,30 mins,2,Easy,"5 Pieces bok choy or any green vegetable., 1  whole chicken, boiled, 3-4  spring onions, 5 spoons large chicken stock, 10  Mushrooms",https://i.ndtvimg.com/i/2017-12/cantonese-chicken-soup_620x330_81513770498.jpg
Stir Fried Tofu with Rice Recipe,40 mins,10 mins,30 mins,2,Easy,"For the tofu:, 100 gms tofu, 2 tsp chilly paste, 1  Lemon grass stick, 2  Shallots , chopped, 1 inch  ginger , chopped, 2 tsp soya sauce, 3  Garlic cloves, chopped, 1 inch  red onion , chopped, 2 tsp honey, Handful of coriander leaves, chopped, 1 tsp refined oil, For the fried rice:, Carrots, chopped, Spring onions, chopped, To flavor  salt & pepper, 1  Fresh red chilly, chopped, 1  Ginger, chopped, 2 tsp soya sauce, 1/2  Lemon (squeezed), Handful Handful of coriander , chopped, 1 tsp olive oil",https://www.ndtv.com/cooks/images/stir%20fried%20paneer%20rice-620.jpg
Chicken Manchurian Recipe,1 hr 20 mins,20 mins,1 hr,4,Medium,"250 gms Chicken mince, 2  Eggs (slightly beaten), 3/4 cup Refined flour, 1/2 tsp Garlic paste, 1/2 tsp Ginger paste, Oil (for deep frying), 2 tbsp Oil, 1 tsp Garlic, finely chopped, 1/2 cup Onions, finely chopped, 1 large Capsicum, finely chopped, For sauce, mix together:, 3 tbsp Corn flour (blended), 1/2 cup Water, 2 tbsp Vinegar, 2 tsp Salt, 2 tsp Soya sauce, 1/2 cup Tomato puree, 2 tbsp Celery, chopped, 2 cups Water",https://c.ndtvimg.com/2019-11/s5i8nm3g_manchurian_625x300_26_November_19.jpg
Chilli Fish Recipe,55 mins,10 mins,45 mins,4,Medium,"250 Gram Fish pieces (Boneless), 1/2 cup Maida, 1/2 cup Corn flour, 1 tsp Baking powder, 2 tsp Soy sauce, 2 tbsp Celery, finely chopped, 1 tsp Pepper, Salt, Oil, To garnish  Spring onions, For the sauce:, 1 tbsp Ginger, chopped, 1 tbsp Garlic, chopped, 1 tbsp Green chilly, chopped, 4 tbsp Soy sauce, 5 tbsp Tomato sauce, 1 tbsp Chilli sauce, 1 tbsp Corn flour",https://c.ndtvimg.com/2021-01/02ee694o_chilli-fish_625x300_06_January_21.jpg
Honey Chilli Potatoes Recipe,30 mins,05 mins,25 mins,4,Easy,"For the potatoes:, 2  Potatoes (sliced), peeled, 3-4 tbsp Cornflour or maida, to taste Salt, 1 tsp Red chilli powder, Oil (for deep frying), For the base:, 1 tsp Oil, Spring onions (with stalk), fried, 1 tbsp Garlic paste, 1  Capsicum, sliced, 2 tbsp Honey, to taste Salt, 1/4 tsp Soya sauce, 3 tsp White sesame seeds, 2 tsp Chilli sauce",https://i.ndtvimg.com/i/2017-04/honey-chilli-potatoes_620x330_81491380315.jpg
Garlic and Egg Fried Rice Recipe,40 mins,10 mins,30 mins,4,Easy,"2 Tbsp oil, 1  Egg, 1 tsp ginger, chopped, 6-7  Garlic cloves (mashed), 1  red chilli, chopped, 2 cups rice, steamed, 1 tsp salt, 1 tsp black pepper powder, 1 tsp soya sauce, 1 tsp coriander, chopped, 2 tsp spring onion, chopped",https://c.ndtvimg.com/2020-07/3bbuu97_egg-fried-rice_625x300_27_July_20.jpg
Sweet and Sour Chicken Recipe,1 hr 20 mins,10 mins,1 hr 10 mins,4,Medium,"300 gms chicken, 15-20 garlic cloves, 1 knob ginger, 1 1/2 tsp corn flour, 1 egg, 1 cup pineapple (diced), 1 cup carrots (diced), 1 cup chinese cabbage (diced), 1 cup red, green and yellow peppers, 1 tsp light soya sauce, 1 Tbsp vegetable oil, 1 cup onions (diced), 1 Tbsp tomato juice",https://c.ndtvimg.com/2019-06/fh4k354g_garlic-recipes-soya-garlic-chicken_625x300_20_June_19.jpg
Hot and Sour Soup Recipe,1 hr 15 mins,15 mins,1 hr,4,Easy,"5 gms carrot, 5 gms cabbage, 5 gms black mushrooms, 5 gms button mushrooms, 5 gms bamboo shoots, 5 gms bean sprouts, 5 gms fresh beans, 100 gms chicken, 60 gms prawns, 1 tbsp soya sauce, 1/2 tbsp chili powder, 1/2 tsp white pepper, 2 tbsp corn flour, 1  Egg, 1 tbsp coriander, 1 tsp chili oil, 2 cups stock, 1 1/2 tbsp vinegar, to taste salt",https://www.ndtv.com/cooks/images/Hot.and.sour.Soup.000.jpg
Chilli Soya Nuggets Recipe,25 mins,05 mins,20 mins,4,Easy,"100 gms soya nuggets (soaked in water for 1/2 an hour and drained, 2 tbsp salt, 1/2 tbsp garlic paste, 2 tbsp oil, 1 cup spring onions, finely chopped, 2 tbsp green chillies, sliced, 2 tbsp soya sauce, 2 tbsp vinegar, for garnishing Some greens",https://c.ndtvimg.com/2019-04/jl0kq0rg_soya-kebab_625x300_04_April_19.jpg
Asian BBQ Chicken Recipe,1 hr 15 mins,30 mins,45 mins,4,Medium,"To pan sear the chicken  Oil, For the marinade:, 2  Chicken breast, 2 tbsp Char siu sauce, 1 tbsp Garlic & ginger, 1 tsp Rice vinegar, 1 tsp Honey, 1 tsp Red chilli paste (optional), 1/2 tsp Sesame oil, to taste Salt & pepper",https://www.ndtv.com/cooks/images/asian.bbq.chicken.jpg
Date Pancakes Recipe,35 mins,05 mins,30 mins,8,Intermediate,"1/4 cup refined flour (all purpose flour), 1 Tbsp baking powder, 1 cup water, 4 egg yolks, 1 Tbsp sugar, 1/2 cup dates - ground and mixed with little sesame oil, 1 Tbsp sugar syrup - flavoured with star anise, Cinnamon - to garnish",https://i.ndtvimg.com/i/2014-12/pancakes_625x350_81419432296.jpg
Mushroom Fried Rice Recipe,40 mins 10 seconds,10 mins 10 seconds,30 mins,2,Easy,"1 cup rice, 1 Tbsp salt, 1/2 cup oil, 200 gm mushroom - sliced thin, 2 Tbsp celery - chopped fine, 2 tsp soya sauce, 1 Tbsp vinegar, 1 tsp chilli sauce",https://www.ndtv.com/cooks/images/mushroom%20%281%29.jpg
Chilli Gobi Recipe,35 mins,10 mins,25 mins,2,Easy,"500 Gram Cauliflower (gobhi, cut into small florets), 2 tsp Salt, 1  Egg, 1/2 cup Corn flour, 1 tsp Ginger-garlic paste, To mix the batter  Water, For deep frying  Oil, 2 cups Onions , finely chopped, 2 tbsp Green chillies , sliced, 1 tbsp Soya sauce, 2 tbsp Vinegar, Some greens for garnish",https://c.ndtvimg.com/2020-01/2poqent_640_625x300_21_January_20.jpg
Vegetable Chowmein Recipe,35 mins,10 mins,25 mins,4,Easy,"200 gms fresh noodles, 5 cups water, 1 tsp salt, 2 tbsp oil, 1 tsp ginger garlic paste, 1 tsp chilli powder, 1/4 cup onion, sliced, 1/2 tsp soy sauce, 1 tsp salt, 1/4 cup celery, chopped, 1 tsp vinegar, 1 tsp chilli sauce, 1 cup green and red capsicum, 1 cup mushroom, 1 cup carrot, shredded, 1  green chillies, chopped, 1 tbsp tomato sauce, 1 tbsp spring onion, 1 tsp garlic, chopped, 1/2 tsp black pepper powder",https://c.ndtvimg.com/2020-04/3hfomiho_chowmein_625x300_20_April_20.jpg
Crunchy Vegetable Stir-Fry Recipe,40 mins,10 mins,30 mins,4,Easy,"250 gm broccoli florets, 250 gm cauliflower florets, 2 sliced spring onions, 125 gm snow peas, 2 peeled carrots, 150 gm asparagus, 2 Tbsp oil, Salt and pepper, 2 slices of bread, Topping:, 1 tsp grated lemon rind, 1 tsp chopped garlic, 3 Tbsp chopped parsley",https://www.ndtv.com/cooks/images/Crunchy%20Vegetable%20Stir-fry_medium.jpg
Okra with Baby Corn Recipe,35 mins,10 mins,25 mins,4,Easy,"2 Tbsp oil, 3  onions, sliced, 1/2 tsp onion seeds, 1 tsp fennel seeds, 1/4 tsp mustard seeds, 1/2 tsp red chillies (crushed), 3 tsp garlic, shredded, 1/2 kg okra (split in half), 250 gms baby corn, 2  tomatoes (de-seeded), peeled, 2 tbsp coriander, chopped, 1 tbsp lemon juice, 2  green chillies (split)",https://www.ndtv.com/cooks/images/okra.with.baby.corn.jpg
Capsicum Stir Fry Recipe,40 mins,10 mins,30 mins,2,Easy,"For the capsicum sauce:, 250 gm capsicum - deseeded and finely chopped, 4 Tbsp oil, 1 tsp chilli garlic sauce, 1 Tbsp grated jaggery, 4 Tbsp lemon juice, For the veggies:, Red, green and yellow capsicum - deseeded and shredded, 50 gm tender green beans, 1 tsp chopped garlic, 1 Tbsp sunflower oil, 2 tsp sesame oil, 8 roughly chopped spring onions, 25 gm unsalted cashew nuts, 1 Tbsp honey, 1 tsp soya sauce",https://www.ndtv.com/cooks/images/capsicum-stir-fry-final_med.jpg
Tofu with Vegetables in Black Bean Sauce Recipe,35 mins,10 mins,25 mins,4,Intermediate,"1 Tbsp minced garlic, 1 Tbsp cut red chilli, 1 Tbsp chopped ginger, 1/2 cup blanched asparagus, 1/2 cup blanched broccoli, 1/2 cup diced onions, 1 cup diced tofu, 2 Tbsp soyabean oil, Salt to taste, 1/2 cup black bean sauce, 1 tsp corn flour, 1 Tbsp chopped onion greens",https://www.ndtv.com/cooks/images/mixed-veggies-in-black-bean-sauce_med.jpg
Kapa Maki Recipe,30 mins,05 mins,25 mins,6,Intermediate,"1 sheet of yaki-nori or roasted seaweed, 1/4 cup short grain Japanese rice-cooked with vinegar, sugar and kombu seaweed, 2 slices of peeled cucumber, Condiments:, 2 tsp gari shoga or marinated ginger, 1 tsp wasabi, 1 tsp soya sauce",https://www.ndtv.com/cooks/images/cucumber-roll_medium.jpg
Vegetable Salt and Pepper Recipe,35 mins,10 mins,25 mins,4,Easy,"2  Green and red capsicums, chopped, 1 Cup Cauliflower, 1/4 Cup Baby corn, 1/2 Cup Mushroom, 1/2 Cup Carrot, 1 tsp Ginger garlic paste, 1 Tbsp Black pepper, 1 tsp Salt, 1/4 Cup Maida, 1/4 Cup Cornflour, As needed  Water, to deep fry  Oil",https://c.ndtvimg.com/5273mfso_veg-salt-and-pepper_625x300_02_August_18.jpg
Vegetable Fried Rice Recipe,35 mins,10 mins,25 mins,2,Easy,"1 cup rice, 1 Tbsp salt, 120 gm oil, 2 tsp garlic paste, 1 cup spring onions - chopped fine, 1/4 cup french beans - chopped fine, 1/4 cup carrots - diced small, 1/4 cup peas - shelled, 2 Tbsp celery - finely chopped, 2 tsp soya sauce, 1 Tbsp vinegar, 1 tsp chilli sauce",https://www.ndtv.com/cooks/images/veg-fried-rice_med.jpg
एग फ्राइड नूडल्स रेसिपी (Egg fried noodles   Recipe),25 मिनट,10 मिनट,15 मिनट,2,आसान,"3  अंडे, एक पैकेट  नूडल्स उबली हुई, 1 टेबल स्पून सोया सॉस, 1 टेबल स्पून चिली सॉस, 1 टेबल स्पून रेड चिली सॉस, स्वादानुसार कालीमिर्च, स्वादानुसार नमक, तेल जरूरत के मुताबिक, 1 टी स्पून लहसुन , बारीक कटा हुआ, 1/2 कप शिमलामिर्च, कटा हुआ, 1/2 कप हरी प्याज, बारीक कटा हुआ, 1  प्याज, कटा हुआ",https://c.ndtvimg.com/2022-03/brodu8s_noodles_625x300_02_March_22.jpg
चिकन शेजवान फ्राइड राइस रेसिपी (Chicken schezwan fried rice recipe   Recipe),30 मिनट,10 मिनट,20 मिनट,1,आसान,"1/2 कप उबले हुए चावल, 200 ग्राम बोनलेस चिकन, 2 टेबल स्पून शेजवॉन सॉस, 2 टेबल स्पून शिमला मिर्च , टुकड़ों में कटा हुआ, 2 टेबल स्पून मशरूम , टुकड़ों में कटा हुआ, 2 टेबल स्पून बीस , टुकड़ों में कटा हुआ, 2 टेबल स्पून गाजर, टुकड़ों में कटा हुआ, 1 टी स्पून कालीमिर्च, स्वादानुसार नमक, 1 टी स्पून लहसुन, टुकड़ों में कटा हुआ, 1 टी स्पून अदरक, तेल",https://i.ndtvimg.com/i/2018-03/fried-rice_620x350_51522140533.jpg
चिली गार्लिक पनीर रेसिपी (Chilli Garlic Paneer   Recipe),20 मिनट,10 मिनट,10 मिनट,2,आसान,"200 gms पनीर, 2  हरी मिर्च, 2 टेबल स्पून मिर्च लहसुन का पेस्ट, 2 टेबल स्पून वर्जिन ऑलिव ऑयल, 3  लहसुन की कलियां, 1/4 कप दही, 1/2 टी स्पून गरम मसाला पाउडर, 1 टी स्पून अमचूर पाउडर, 1 टी स्पून लाल मिर्च पाउडर, स्वादानुसार नमक",https://c.ndtvimg.com/2022-03/a0ofa6qo_chilli-paneer_625x300_28_March_22.jpg
चाइनीज पॉकेट सामोसा रेसिपी (Chinese Pocket Samosa   Recipe),35 मिनट,10 मिनट,25 मिनट,2,आसान,"1  पत्ता गोभी, गुच्छा, 1/2 कप शिमला मिर्च (जूलिएन्स), 1/2 कप गाजर (जूलिएन्स), 2 टेबल स्पून तेल, 2 टेबल स्पून लहसुन , टुकड़ों में कटा हुआ, 1 टेबल स्पून अदरक , टुकड़ों में कटा हुआ, 2-3  हरी मिर्च, 1/2 कप  फ्रेंच बीन्स , टुकड़ों में कटा हुआ, 1/2 कप मकई के दाने, 1/2 कप नमक और काली मिर्च, 1 टी स्पून चीनी, 1 टेबल स्पून शेज़वान सॉस, 1 टेबल स्पून रेड चिली सॉस, 1 टेबल स्पून केचप, 1 टी स्पून सोया सॉस, 1 टी स्पून सिरका, 2 टेबल स्पून हरे प्याज के पत्ते (कटे हुए), समोसा पट्टी (रेडीमेड, वेजिटेबल फीलिंग के लिए, तेल  तलने के लिए, 4 बड़े चम्मच मैदा + 4 बड़ा चम्मच पानी) मैदा का घोल",https://c.ndtvimg.com/2022-06/i72q8pho_chinese-samosa_625x300_23_June_22.jpeg
